id,sentence,has_idiom,idiom_text,emotion,idiom_meaning,annotator_1,annotator_2,annotator_3
9405,"Even though he is old, he is still actively teaching.",0,,,,non_idiom,non_idiom,non_idiom
9406,The RT head announced the posyandu schedule.,0,,,,non_idiom,non_idiom,non_idiom
9407,"Ouch, my phone got wet from the water!",0,,,,non_idiom,non_idiom,non_idiom
9408,"Rian and Ana went to the cinema, but the film was sold out.",0,,,,non_idiom,non_idiom,non_idiom
9409,"Good afternoon, enjoy your lunch!",0,,,,non_idiom,non_idiom,non_idiom
9410,Please get a spoon from the kitchen.,0,,,,non_idiom,non_idiom,non_idiom
9411,"Even though it was raining, they still went to work.",0,,,,non_idiom,non_idiom,non_idiom
9412,He carried his little brother while walking.,0,,,,non_idiom,non_idiom,non_idiom
9413,"Come on, make the bed quickly!",0,,,,non_idiom,non_idiom,non_idiom
9414,"Although simple, the event was memorable.",0,,,,non_idiom,non_idiom,non_idiom
9415,Dina did not come because she had family matters.,0,,,,non_idiom,non_idiom,non_idiom
9416,"Dad fixed the lights, while mom cleaned the glass.",0,,,,non_idiom,non_idiom,non_idiom
9417,Don't put hot glasses on the table!,0,,,,non_idiom,non_idiom,non_idiom
9418,"Wow, your new bike is really cool, kid!",0,,,,non_idiom,non_idiom,non_idiom
9419,"After Asr prayers, Mrs. Aminah usually makes cakes to sell.",0,,,,non_idiom,non_idiom,non_idiom
9420,"Please get me that book on the cupboard, son!",0,,,,non_idiom,non_idiom,non_idiom
9421,"Wow, this motorbike is very fuel efficient!",0,,,,non_idiom,non_idiom,non_idiom
9422,"Dani went to the doctor, but he had to wait in line for a long time.",0,,,,non_idiom,non_idiom,non_idiom
9423,Don't let children play near the well!,0,,,,non_idiom,non_idiom,non_idiom
9424,"Mother washed the rice, then soaked it for a while.",0,,,,non_idiom,non_idiom,non_idiom
9425,"Oh no, the cooking oil is finished!",0,,,,non_idiom,non_idiom,non_idiom
9426,"Because it had been raining since morning, there were puddles everywhere.",0,,,,non_idiom,non_idiom,non_idiom
9427,"Ratih reads a novel in her room, while her sister works on her thesis.",0,,,,non_idiom,non_idiom,non_idiom
9428,Finish this job before five o'clock in the afternoon!,0,,,,non_idiom,non_idiom,non_idiom
9429,The RT head reminded residents to pay security fees.,0,,,,non_idiom,non_idiom,non_idiom
9430,"Congratulations, you've been accepted to your dream university!",0,,,,non_idiom,non_idiom,non_idiom
9431,"Please don't touch that thing, it's still hot!",0,,,,non_idiom,non_idiom,non_idiom
9432,"Even though he is old, Mr. RW is still actively involved in community service.",0,,,,non_idiom,non_idiom,non_idiom
9433,"Uncle went to the garden, then picked mangoes.",0,,,,non_idiom,non_idiom,non_idiom
9434,"Watch out, there's a motorbike coming from the opposite direction!",0,,,,non_idiom,non_idiom,non_idiom
9435,"Because he didn't bring a raincoat, his body was soaked.",0,,,,non_idiom,non_idiom,non_idiom
9436,"Mother saut‚ed the spices, then added the vegetables.",0,,,,non_idiom,non_idiom,non_idiom
9437,Don't throw drink containers into the river!,0,,,,non_idiom,non_idiom,non_idiom
9438,Today the grocery store down the street closed early.,0,,,,non_idiom,non_idiom,non_idiom
9439,My little brother cried because his toy was taken by his friend.,0,,,,non_idiom,non_idiom,non_idiom
9440,"Please get the broom behind the kitchen door, Sis!",0,,,,non_idiom,non_idiom,non_idiom
9441,How cold this mountain water is!,0,,,,non_idiom,non_idiom,non_idiom
9442,"After finishing the exam, Sari went straight home.",0,,,,non_idiom,non_idiom,non_idiom
9443,"Come on, finish quickly, we're going to uncle's house!",0,,,,non_idiom,non_idiom,non_idiom
9444,The village head announced that there would be basic food assistance for underprivileged residents.,0,,,,non_idiom,non_idiom,non_idiom
9445,Don't forget to bring your stationery tomorrow morning!,0,,,,non_idiom,non_idiom,non_idiom
9446,"Even though it is only a used bicycle, the vehicle is still roadworthy.",0,,,,non_idiom,non_idiom,non_idiom
9447,"Andi went to the post office, but the line was long.",0,,,,non_idiom,non_idiom,non_idiom
9448,"Ouch, my finger got hit by a thorn!",0,,,,non_idiom,non_idiom,non_idiom
9449,"Mother makes fruit ice, while father grills satay.",0,,,,non_idiom,non_idiom,non_idiom
9450,"Please buy a pack of butter at the shop, Le.",0,,,,non_idiom,non_idiom,non_idiom
9451,"Good night, have a good night's sleep!",0,,,,non_idiom,non_idiom,non_idiom
9452,"Because the electricity was out, they used oil lamps.",0,,,,non_idiom,non_idiom,non_idiom
9453,"Siti wrote a letter, then attached a stamp.",0,,,,non_idiom,non_idiom,non_idiom
9454,"Watch out, there's a cat crossing!",0,,,,non_idiom,non_idiom,non_idiom
9455,The house had been empty for a long time because the owner had moved away.,0,,,,non_idiom,non_idiom,non_idiom
9456,"The RW head called the residents to a meeting, while the secretary prepared the attendance list.",0,,,,non_idiom,non_idiom,non_idiom
9457,Don't arrange the plates too high on the shelf!,0,,,,non_idiom,non_idiom,non_idiom
9458,"Wow, this mountain bike is so light!",0,,,,non_idiom,non_idiom,non_idiom
9459,"After swimming, Rian immediately took a fresh water shower.",0,,,,non_idiom,non_idiom,non_idiom
9460,"Please turn off the tap in the yard, it's a waste of water!",0,,,,non_idiom,non_idiom,non_idiom
9461,"Even though she is busy, mother still makes time to cook for the family.",0,,,,non_idiom,non_idiom,non_idiom
9462,"Grandpa brought a hoe, then cleared the grass in the garden.",0,,,,non_idiom,non_idiom,non_idiom
9463,"Come on, let's pick up the trash in the gutter together!",0,,,,non_idiom,non_idiom,non_idiom
9464,"Oops, the hot drink spilled on my lap!",0,,,,non_idiom,non_idiom,non_idiom
9465,"Dini happys dancing, while Dina prefers singing.",0,,,,non_idiom,non_idiom,non_idiom
9466,"Because there was no morning newspaper, Pak Haji read the Koran.",0,,,,non_idiom,non_idiom,non_idiom
9467,The local sub-district head distributed vegetable seeds to farmer groups.,0,,,,non_idiom,non_idiom,non_idiom
9468,Please get the fan in the living room!,0,,,,non_idiom,non_idiom,non_idiom
9469,"Happy birthday, may you always be healthy!",0,,,,non_idiom,non_idiom,non_idiom
9470,"Mother bought fresh fish at the market, then immediately cleaned it.",0,,,,non_idiom,non_idiom,non_idiom
9471,"Don't play with matches, you'll catch fire!",0,,,,non_idiom,non_idiom,non_idiom
9472,"Even though the rain has stopped, the roads are still muddy.",0,,,,non_idiom,non_idiom,non_idiom
9473,"Father cleaned the pond, while mother fed the fish.",0,,,,non_idiom,non_idiom,non_idiom
9474,"Rudi chased the bus, but the bus was already speeding away.",0,,,,non_idiom,non_idiom,non_idiom
9475,"Watch out, don't go near, there's a leaning electricity pole!",0,,,,non_idiom,non_idiom,non_idiom
9476,"Due to a hole in the road, the motorbike tire was punctured.",0,,,,non_idiom,non_idiom,non_idiom
9477,"The teacher checked the assignment, then gave a grade in the report book.",0,,,,non_idiom,non_idiom,non_idiom
9478,Please place the glass on the coaster!,0,,,,non_idiom,non_idiom,non_idiom
9479,"Wow, this Padang food is so delicious!",0,,,,non_idiom,non_idiom,non_idiom
9480,"After washing her face, Dina dried it with a towel.",0,,,,non_idiom,non_idiom,non_idiom
9481,"Grandma knits a scarf, while Grandpa repairs the wall clock.",0,,,,non_idiom,non_idiom,non_idiom
9482,Do not turn on the stove if there is a smell of gas!,0,,,,non_idiom,non_idiom,non_idiom
9483,"Even though his capital was limited, his merchandise sold well.",0,,,,non_idiom,non_idiom,non_idiom
9484,"Maya and Lala went to the library, but they arrived late.",0,,,,non_idiom,non_idiom,non_idiom
9485,"Oh, the shopping is too heavy!",0,,,,non_idiom,non_idiom,non_idiom
9486,The village head announced the independence day commemoration competition.,0,,,,non_idiom,non_idiom,non_idiom
9487,Please close the glass cabinet slowly!,0,,,,non_idiom,non_idiom,non_idiom
9488,"Because she forgot to bring gloves, Rina didn't do any gardening.",0,,,,non_idiom,non_idiom,non_idiom
9489,"Mother cuts the tofu, then fries it until it turns brown.",0,,,,non_idiom,non_idiom,non_idiom
9490,Welcome to the family celebration!,0,,,,non_idiom,non_idiom,non_idiom
9491,"Come on, let's go now, we're scared of traffic jams!",0,,,,non_idiom,non_idiom,non_idiom
9492,"Even though he was hungry, he waited for his sister to come home.",0,,,,non_idiom,non_idiom,non_idiom
9493,"The younger sibling sticks stickers on the wall, while the older sibling writes in a book.",0,,,,non_idiom,non_idiom,non_idiom
9494,Don't put your phone on a burning stove!,0,,,,non_idiom,non_idiom,non_idiom
9495,"Wow, this house design is really nice!",0,,,,non_idiom,non_idiom,non_idiom
9496,"After coming home from work, Mr. Yono immediately cleaned his bicycle.",0,,,,non_idiom,non_idiom,non_idiom
9497,"Because there were no motorbike taxis, they walked along the alley.",0,,,,non_idiom,non_idiom,non_idiom
9498,"Mother carried a woven basket, then went out into the yard.",0,,,,non_idiom,non_idiom,non_idiom
9499,"Please get some salt from the kitchen, ma'am!",0,,,,non_idiom,non_idiom,non_idiom
9500,"Be careful, there are broken glass on the floor!",0,,,,non_idiom,non_idiom,non_idiom
9501,"Even though it was late, the coffee shop was still open.",0,,,,non_idiom,non_idiom,non_idiom
9502,"Rian borrowed a neighbor's book, but he forgot to return it.",0,,,,non_idiom,non_idiom,non_idiom
9503,"Father planted guava trees, while mother planted starfruit trees.",0,,,,non_idiom,non_idiom,non_idiom
9504,Don't throw leftover cooking oil down the drain!,0,,,,non_idiom,non_idiom,non_idiom
9505,"Ouch, my stomach hurts from eating too much spicy food!",0,,,,non_idiom,non_idiom,non_idiom
9506,"The teacher wrote the questions on the blackboard, then the students worked on them.",0,,,,non_idiom,non_idiom,non_idiom
9507,"Because there are no taxis, they use online motorcycle taxi applications.",0,,,,non_idiom,non_idiom,non_idiom
9508,The cows are grazed in the vast grasslands.,0,,,,non_idiom,non_idiom,non_idiom
9509,"Please buy me one kilogram of flour, okay?",0,,,,non_idiom,non_idiom,non_idiom
9510,"Even though the weather is hot, farmers still spray pesticides.",0,,,,non_idiom,non_idiom,non_idiom
9511,"Mother washes fresh vegetables, then cuts them.",0,,,,non_idiom,non_idiom,non_idiom
9512,"Come on, don't be lazy, clean the bedroom!",0,,,,non_idiom,non_idiom,non_idiom
9513,"Even though it is just a simple house, guests always feel comfortable.",0,,,,non_idiom,non_idiom,non_idiom
9514,Rani did not attend the religious study because a guest came.,0,,,,non_idiom,non_idiom,non_idiom
9515,They cleaned the swimming pool behind the house.,0,,,,non_idiom,non_idiom,non_idiom
9516,Don't forget to bring a flashlight when camping!,0,,,,non_idiom,non_idiom,non_idiom
9517,"Wow, that calligraphy is so cool!",0,,,,non_idiom,non_idiom,non_idiom
9518,"After the Asr prayer, they read the wirid together.",0,,,,non_idiom,non_idiom,non_idiom
9519,"Due to strong winds, many tree branches broke.",0,,,,non_idiom,non_idiom,non_idiom
9520,Please don't step on the newly dug garden!,0,,,,non_idiom,non_idiom,non_idiom
9521,"Mother prepared drinks, then served them to the guests.",0,,,,non_idiom,non_idiom,non_idiom
9522,"Ouch, the cardboard is torn because of the rain!",0,,,,non_idiom,non_idiom,non_idiom
9523,"Mr Ahmad brought a folding umbrella, but it remained wet.",0,,,,non_idiom,non_idiom,non_idiom
9524,"Ratih and Doni planned a vacation to Bali, but they canceled due to family matters.",0,,,,non_idiom,non_idiom,non_idiom
9525,"Have a good rest, don't forget to have lunch!",0,,,,non_idiom,non_idiom,non_idiom
9526,"Despite being exhausted, the volunteers remained on standby at the flood post.",0,,,,non_idiom,non_idiom,non_idiom
9527,"Dad turned on the radio, while mom tidied up the wardrobe.",0,,,,non_idiom,non_idiom,non_idiom
9528,"Come on, finish quickly, we're going to the celebration!",0,,,,non_idiom,non_idiom,non_idiom
9529,"Don't forget to turn off the iron when you're done, okay!",0,,,,non_idiom,non_idiom,non_idiom
9530,The restaurant is temporarily closed for repairs.,0,,,,non_idiom,non_idiom,non_idiom
9531,Please get some water from the dispenser!,0,,,,non_idiom,non_idiom,non_idiom
9532,"Wow, your voice is so beautiful when you read poetry!",0,,,,non_idiom,non_idiom,non_idiom
9533,"After the morning prayer, Pak Haji walked to the prayer room.",0,,,,non_idiom,non_idiom,non_idiom
9534,"Due to the lack of parking, cars were parked on the side of the road.",0,,,,non_idiom,non_idiom,non_idiom
9535,"Mother mopped the floor, then wiped the windows.",0,,,,non_idiom,non_idiom,non_idiom
9536,"Be careful, the road is steep!",0,,,,non_idiom,non_idiom,non_idiom
9537,"Even though he has retired, the RT head is still active in social activities.",0,,,,non_idiom,non_idiom,non_idiom
9538,"Rudi bought electricity credit, but the meter number was wrong.",0,,,,non_idiom,non_idiom,non_idiom
9539,"The younger sibling plays puzzles, while the older sibling reads an encyclopedia.",0,,,,non_idiom,non_idiom,non_idiom
9540,Don't throw cigarette butts into plant pots!,0,,,,non_idiom,non_idiom,non_idiom
9541,"Oh my, my laptop suddenly died because the battery was dead!",0,,,,non_idiom,non_idiom,non_idiom
9542,"The teacher distributed the answer sheets, then the students wrote.",0,,,,non_idiom,non_idiom,non_idiom
9543,"Because the tire was flat, Anto had to stop at the side of the road.",0,,,,non_idiom,non_idiom,non_idiom
9544,"Good afternoon, have a good worship!",0,,,,non_idiom,non_idiom,non_idiom
9545,Please buy some dishwashing soap at the shop next door.,0,,,,non_idiom,non_idiom,non_idiom
9546,Father bought a newspaper at his regular shop.,0,,,,non_idiom,non_idiom,non_idiom
9547,"Mother fried the crackers, then drained the oil.",0,,,,non_idiom,non_idiom,non_idiom
9548,"Come on, tidy up your study table!",0,,,,non_idiom,non_idiom,non_idiom
9549,"Even though he only graduated from vocational school, his business was successful.",0,,,,non_idiom,non_idiom,non_idiom
9550,Dinda did not come to work because of family matters.,0,,,,non_idiom,non_idiom,non_idiom
9551,"Dad repaired the fan, while mom washed the dishes.",0,,,,non_idiom,non_idiom,non_idiom
9552,Don't forget to bring a thick jacket when you go to the highlands!,0,,,,non_idiom,non_idiom,non_idiom
9553,"Wow, the new house is spacious and luxurious!",0,,,,non_idiom,non_idiom,non_idiom
9554,"After their afternoon bath, they played in the front yard.",0,,,,non_idiom,non_idiom,non_idiom
9555,"Because he didn't have a train ticket, Rizky decided to take the bus.",0,,,,non_idiom,non_idiom,non_idiom
9556,"Mother put the cake on the table, then called the children.",0,,,,non_idiom,non_idiom,non_idiom
9557,"Please don't stand in front of the refrigerator, wanting to get ice cubes!",0,,,,non_idiom,non_idiom,non_idiom
9558,"Be careful, there are exposed wires on the floor!",0,,,,non_idiom,non_idiom,non_idiom
9559,"Despite the difficulties, he managed to complete his education.",0,,,,non_idiom,non_idiom,non_idiom
9560,"Amir bought a book, but he was one thousand rupiah short.",0,,,,non_idiom,non_idiom,non_idiom
9561,"Oops, the boiling water is overflowing!",0,,,,non_idiom,non_idiom,non_idiom
9562,The RT head reminded residents to pay garbage fees.,0,,,,non_idiom,non_idiom,non_idiom
9563,Please turn off the television when you have finished watching.,0,,,,non_idiom,non_idiom,non_idiom
9564,The red rose bloomed beautifully.,0,,,,non_idiom,non_idiom,non_idiom
9565,He repaired the leaking bicycle himself.,0,,,,non_idiom,non_idiom,non_idiom
9566,"Because she forgot the key, Fitri had to wait on the terrace.",0,,,,non_idiom,non_idiom,non_idiom
9567,"Mother mixed the spices, then saut‚ed them until fragrant.",0,,,,non_idiom,non_idiom,non_idiom
9568,"Come on, let's pray for our sick friends!",0,,,,non_idiom,non_idiom,non_idiom
9569,Mother fried tempeh for lunch.,0,,,,non_idiom,non_idiom,non_idiom
9570,The official residence is occupied by the new village head.,0,,,,non_idiom,non_idiom,non_idiom
9571,Please get the scissors from the desk drawer.,0,,,,non_idiom,non_idiom,non_idiom
9572,The plane flew low over the village.,0,,,,non_idiom,non_idiom,non_idiom
9573,"Father bought a newspaper, then read it in the living room.",0,,,,non_idiom,non_idiom,non_idiom
9574,They sat relaxing on the terrace of the house.,0,,,,non_idiom,non_idiom,non_idiom
9575,He wrote a small note in his diary.,0,,,,non_idiom,non_idiom,non_idiom
9576,The path in the forest was slippery because of the moss.,0,,,,non_idiom,non_idiom,non_idiom
9577,Mother irons the children's uniforms.,0,,,,non_idiom,non_idiom,non_idiom
9578,The box car transports goods to the market.,0,,,,non_idiom,non_idiom,non_idiom
9579,"The village head gave a speech, while the residents listened.",0,,,,non_idiom,non_idiom,non_idiom
9580,Do not touch the monitor screen with your fingers!,0,,,,non_idiom,non_idiom,non_idiom
9581,He took his sister to piano lessons.,0,,,,non_idiom,non_idiom,non_idiom
9582,"Even though it is old, the motorbike is still agile.",0,,,,non_idiom,non_idiom,non_idiom
9583,My mother's lodeh vegetables are very delicious.,0,,,,non_idiom,non_idiom,non_idiom
9584,They put up decorative lights for the celebration.,0,,,,non_idiom,non_idiom,non_idiom
9585,He watered the flowers with a long hose.,0,,,,non_idiom,non_idiom,non_idiom
9586,The banana tree behind the house is already bearing fruit.,0,,,,non_idiom,non_idiom,non_idiom
9587,"Mother cut the fruit, then arranged it on a plate.",0,,,,non_idiom,non_idiom,non_idiom
9588,The traditional house stands majestically in the middle of the city.,0,,,,non_idiom,non_idiom,non_idiom
9589,"Despite many obstacles, the team still won.",0,,,,non_idiom,non_idiom,non_idiom
9590,She reads recipe books to try new dishes.,0,,,,non_idiom,non_idiom,non_idiom
9591,"Father painted the fence, while mother cleaned the garden.",0,,,,non_idiom,non_idiom,non_idiom
9592,Father fished in the river with his friends.,0,,,,non_idiom,non_idiom,non_idiom
9593,"Wow, your cooking is delicious!",0,,,,non_idiom,non_idiom,non_idiom
9594,"After exercise, they drink coconut water.",0,,,,non_idiom,non_idiom,non_idiom
9595,Mother planted chilies in used paint pots.,0,,,,non_idiom,non_idiom,non_idiom
9596,They shop for monthly needs at the supermarket.,0,,,,non_idiom,non_idiom,non_idiom
9597,He climbed the guava tree to pick the fruit.,0,,,,non_idiom,non_idiom,non_idiom
9598,"Be careful, the floor has just been mopped!",0,,,,non_idiom,non_idiom,non_idiom
9599,"Even though it is cheap, the item is of good quality.",0,,,,non_idiom,non_idiom,non_idiom
9600,"Mr. Budi brought souvenirs, then distributed them to the neighbors.",0,,,,non_idiom,non_idiom,non_idiom
9601,"Oh my, I left my glasses in the mosque!",0,,,,non_idiom,non_idiom,non_idiom
9602,"The teacher explains the material, then gives exercises.",0,,,,non_idiom,non_idiom,non_idiom
9603,The motorbike made a rough sound because the exhaust was leaking.,0,,,,non_idiom,non_idiom,non_idiom
9604,They set up a tent on the beach.,0,,,,non_idiom,non_idiom,non_idiom
9605,Please get the broom behind the door.,0,,,,non_idiom,non_idiom,non_idiom
9606,He swept the yard full of dry leaves.,0,,,,non_idiom,non_idiom,non_idiom
9607,Mother added salt to the chicken soup.,0,,,,non_idiom,non_idiom,non_idiom
9608,"Come on, don't procrastinate!",0,,,,non_idiom,non_idiom,non_idiom
9609,Children watch animated films on television.,0,,,,non_idiom,non_idiom,non_idiom
9610,He arranged the plates and glasses on the kitchen shelf.,0,,,,non_idiom,non_idiom,non_idiom
9611,The ambulance drove away with its siren blaring.,0,,,,non_idiom,non_idiom,non_idiom
9612,Don't throw rubbish into the river!,0,,,,non_idiom,non_idiom,non_idiom
9613,They helped a neighbor who was moving.,0,,,,non_idiom,non_idiom,non_idiom
9614,"After the Isha prayer, they read the Yasin letter.",0,,,,non_idiom,non_idiom,non_idiom
9615,"Due to traffic jams, Budi was late arriving at campus.",0,,,,non_idiom,non_idiom,non_idiom
9616,She wrapped the gift in patterned paper.,0,,,,non_idiom,non_idiom,non_idiom
9617,Please turn off the living room lights!,0,,,,non_idiom,non_idiom,non_idiom
9618,"Be careful, there's a puddle of water on the kitchen floor!",0,,,,non_idiom,non_idiom,non_idiom
9619,"Even though it is hot, farmers still work in the fields.",0,,,,non_idiom,non_idiom,non_idiom
9620,The RT head invited residents to work together to clean the gutters.,0,,,,non_idiom,non_idiom,non_idiom
9621,Mother mopped the bathroom floor until it was clean.,0,,,,non_idiom,non_idiom,non_idiom
9622,The morning market is very busy with traders.,0,,,,non_idiom,non_idiom,non_idiom
9623,He locked the bike with a steel padlock.,0,,,,non_idiom,non_idiom,non_idiom
9624,They enjoyed the view from the top of the hill.,0,,,,non_idiom,non_idiom,non_idiom
9625,He cut the weeds in the front yard.,0,,,,non_idiom,non_idiom,non_idiom
9626,"Mother grated the coconut, then squeezed it to make coconut milk.",0,,,,non_idiom,non_idiom,non_idiom
9627,"Come on, let's clean the front yard!",0,,,,non_idiom,non_idiom,non_idiom
9628,Mother prepared avocado juice for breakfast.,0,,,,non_idiom,non_idiom,non_idiom
9629,Dina was absent because she was sick.,0,,,,non_idiom,non_idiom,non_idiom
9630,"Dad mows the lawn, while mom waters the plants.",0,,,,non_idiom,non_idiom,non_idiom
9631,"Don't forget to bring an umbrella, the weather is cloudy!",0,,,,non_idiom,non_idiom,non_idiom
9632,Children playing hide and seek in the housing complex.,0,,,,non_idiom,non_idiom,non_idiom
9633,"After coming home from the office, Mr. Hadi immediately rested.",0,,,,non_idiom,non_idiom,non_idiom
9634,"Since there were no plane tickets, they took the train.",0,,,,non_idiom,non_idiom,non_idiom
9635,He washed the car with special soap.,0,,,,non_idiom,non_idiom,non_idiom
9636,"Please don't move the cabinet, there are still cables!",0,,,,non_idiom,non_idiom,non_idiom
9637,"Be careful, there are thorns on the chair!",0,,,,non_idiom,non_idiom,non_idiom
9638,"Even though he has graduated, he still often visits campus.",0,,,,non_idiom,non_idiom,non_idiom
9639,"Rian bought a used motorbike, but the engine was good.",0,,,,non_idiom,non_idiom,non_idiom
9640,"Ouch, my fingers are covered in glue!",0,,,,non_idiom,non_idiom,non_idiom
9641,The teacher called the student and asked the reason.,0,,,,non_idiom,non_idiom,non_idiom
9642,They went to the airport by taxi.,0,,,,non_idiom,non_idiom,non_idiom
9643,"Happy birthday, long life and success!",0,,,,non_idiom,non_idiom,non_idiom
9644,He arranged the books on the library shelves.,0,,,,non_idiom,non_idiom,non_idiom
9645,Mother saut‚ed the spices until fragrant.,0,,,,non_idiom,non_idiom,non_idiom
9646,The banyan tree in the square is very shady.,0,,,,non_idiom,non_idiom,non_idiom
9647,"Come on, take a shower before the Maghrib call to prayer!",0,,,,non_idiom,non_idiom,non_idiom
9648,"Even though prices have gone up, mothers still buy necessities.",0,,,,non_idiom,non_idiom,non_idiom
9649,Rina did not join the recreation because she had to look after her younger sibling.,0,,,,non_idiom,non_idiom,non_idiom
9650,"Father repaired the water pump machine, while mother watered the plants.",0,,,,non_idiom,non_idiom,non_idiom
9651,They take turns guarding the grocery store.,0,,,,non_idiom,non_idiom,non_idiom
9652,She hugged her favorite doll while sleeping.,0,,,,non_idiom,non_idiom,non_idiom
9653,Dad cleaned the fan from dust.,0,,,,non_idiom,non_idiom,non_idiom
9654,Mother bought a carton of eggs at the store.,0,,,,non_idiom,non_idiom,non_idiom
9655,"Mother prepared breakfast, then woke the children up.",0,,,,non_idiom,non_idiom,non_idiom
9656,Please don't open the window too wide!,0,,,,non_idiom,non_idiom,non_idiom
9657,They played chess on the terrace of the house.,0,,,,non_idiom,non_idiom,non_idiom
9658,He filled up at the gas station.,0,,,,non_idiom,non_idiom,non_idiom
9659,The sub-district head visited the market and then had a dialogue with the traders.,0,,,,non_idiom,non_idiom,non_idiom
9660,"Oh my, I left my wallet on the bus!",0,,,,non_idiom,non_idiom,non_idiom
9661,"Rudi and Rina went to the beach, but they forgot to bring their camera.",0,,,,non_idiom,non_idiom,non_idiom
9662,Children running around in the city park.,0,,,,non_idiom,non_idiom,non_idiom
9663,He stuck stickers on the walls of his room.,0,,,,non_idiom,non_idiom,non_idiom
9664,Mother sewed on a loose button on her shirt.,0,,,,non_idiom,non_idiom,non_idiom
9665,"Mother chopped onions, then saut‚ed them in oil.",0,,,,non_idiom,non_idiom,non_idiom
9666,"Come on, finish your group assignments now!",0,,,,non_idiom,non_idiom,non_idiom
9667,"Although simple, the house is very clean.",0,,,,non_idiom,non_idiom,non_idiom
9668,Dian did not come to work because she had family matters.,0,,,,non_idiom,non_idiom,non_idiom
9669,They cook uduk rice for breakfast.,0,,,,non_idiom,non_idiom,non_idiom
9670,He lit the stove with a match.,0,,,,non_idiom,non_idiom,non_idiom
9671,Dad painted the house fence green.,0,,,,non_idiom,non_idiom,non_idiom
9672,Mother peels potatoes for vegetable ingredients.,0,,,,non_idiom,non_idiom,non_idiom
9673,They water the ornamental plants on the terrace.,0,,,,non_idiom,non_idiom,non_idiom
9674,He turned off the bedroom lights before going to bed.,0,,,,non_idiom,non_idiom,non_idiom
9675,Children catch grasshoppers in the rice fields.,0,,,,non_idiom,non_idiom,non_idiom
9676,He weighed the rice on a bench scale.,0,,,,non_idiom,non_idiom,non_idiom
9677,Mother grates coconut to make coconut milk.,0,,,,non_idiom,non_idiom,non_idiom
9678,They cleaned the cobwebs on the ceiling.,0,,,,non_idiom,non_idiom,non_idiom
9679,He put a vase of flowers on the coffee table.,0,,,,non_idiom,non_idiom,non_idiom
9680,Dad hit the nail with a hammer.,0,,,,non_idiom,non_idiom,non_idiom
9681,Mother drained the fried food on oil paper.,0,,,,non_idiom,non_idiom,non_idiom
9682,They lifted a heavy wooden table.,0,,,,non_idiom,non_idiom,non_idiom
9683,He set the alarm to wake up early.,0,,,,non_idiom,non_idiom,non_idiom
9684,Children build sand castles on the beach.,0,,,,non_idiom,non_idiom,non_idiom
9685,He washes the rice before cooking.,0,,,,non_idiom,non_idiom,non_idiom
9686,Mother stirred the cake batter with a mixer.,0,,,,non_idiom,non_idiom,non_idiom
9687,They garden in the backyard.,0,,,,non_idiom,non_idiom,non_idiom
9688,He changed the bed sheets.,0,,,,non_idiom,non_idiom,non_idiom
9689,Father cuts meat for satay.,0,,,,non_idiom,non_idiom,non_idiom
9690,Mother put the spices in the pan.,0,,,,non_idiom,non_idiom,non_idiom
9691,They arranged the chairs for the event.,0,,,,non_idiom,non_idiom,non_idiom
9692,He wiped the dining table with a wet cloth.,0,,,,non_idiom,non_idiom,non_idiom
9693,Children blowing up balloons for the party.,0,,,,non_idiom,non_idiom,non_idiom
9694,He opens the window every morning.,0,,,,non_idiom,non_idiom,non_idiom
9695,Mother is drying clothes on the clothesline.,0,,,,non_idiom,non_idiom,non_idiom
9696,They cut paper for crafts.,0,,,,non_idiom,non_idiom,non_idiom
9697,He held grandmother's hand tightly.,0,,,,non_idiom,non_idiom,non_idiom
9698,Dad fixed the leaking faucet.,0,,,,non_idiom,non_idiom,non_idiom
9699,Mother mixed flour and sugar.,0,,,,non_idiom,non_idiom,non_idiom
9700,They moved the flower pots to the yard.,0,,,,non_idiom,non_idiom,non_idiom
9701,He brushes his teeth with toothpaste.,0,,,,non_idiom,non_idiom,non_idiom
9702,Children ride bicycles around the complex.,0,,,,non_idiom,non_idiom,non_idiom
9703,He massaged his father's tired back.,0,,,,non_idiom,non_idiom,non_idiom
9704,Mother shoveled the trash into a sack.,0,,,,non_idiom,non_idiom,non_idiom
9705,They push carts in the market.,0,,,,non_idiom,non_idiom,non_idiom
9706,He filled water into the bucket.,0,,,,non_idiom,non_idiom,non_idiom
9707,Dad parked the car in the garage.,0,,,,non_idiom,non_idiom,non_idiom
9708,Mother measures rice with a measuring cup.,0,,,,non_idiom,non_idiom,non_idiom
9709,They painted the bedroom walls blue.,0,,,,non_idiom,non_idiom,non_idiom
9710,He folded the dry clothes.,0,,,,non_idiom,non_idiom,non_idiom
9711,Children draw in a picture book.,0,,,,non_idiom,non_idiom,non_idiom
9712,He wrote poetry in his diary.,0,,,,non_idiom,non_idiom,non_idiom
9713,Mother added water to the dough.,0,,,,non_idiom,non_idiom,non_idiom
9714,They dusted the top of the cupboard.,0,,,,non_idiom,non_idiom,non_idiom
9715,He cut his sister's nails.,0,,,,non_idiom,non_idiom,non_idiom
9716,Dad reads the furniture assembly instructions.,0,,,,non_idiom,non_idiom,non_idiom
9717,Mother beat the eggs in a bowl.,0,,,,non_idiom,non_idiom,non_idiom
9718,They stick the photos in the album.,0,,,,non_idiom,non_idiom,non_idiom
